Timestamp,Predicted_Class,Confidence
2025-02-01 01:40:29,Lonchura_cucullata_images,97.91338443756104
2025-02-01 01:40:29,Lonchura_cucullata_images,97.64768481254578
2025-02-01 01:40:29,Lonchura_cucullata_images,96.76968455314636
2025-02-01 01:40:29,Lonchura_cucullata_images,90.19620418548584
2025-02-01 01:40:29,Lonchura_cucullata_images,86.07358932495117
2025-02-01 01:40:30,Lonchura_cucullata_images,85.02436876296997
2025-02-01 01:40:30,Lonchura_cucullata_images,60.64619421958923
2025-02-01 01:40:30,Lonchura_cucullata_images,76.14907622337341
2025-02-01 01:40:30,Lonchura_cucullata_images,51.22554302215576
2025-02-01 01:40:30,Lonchura_cucullata_images,73.24217557907104
2025-02-01 01:40:30,Lonchura_cucullata_images,83.20598006248474
2025-02-01 01:40:30,Lonchura_cucullata_images,83.15203785896301
2025-02-01 01:40:30,Lonchura_cucullata_images,72.10143804550171
2025-02-01 01:40:30,Lonchura_cucullata_images,77.6776909828186
2025-02-01 01:40:30,Lonchura_cucullata_images,80.6983470916748
2025-02-01 01:40:31,Lonchura_cucullata_images,80.61953783035278
2025-02-01 01:40:31,Lonchura_cucullata_images,79.38400506973267
2025-02-01 01:40:31,Lonchura_cucullata_images,74.6058702468872
2025-02-01 01:40:31,Lonchura_cucullata_images,83.60700011253357
2025-02-01 01:40:31,Lonchura_cucullata_images,87.71907091140747
2025-02-01 01:40:31,Lonchura_cucullata_images,91.49105548858643
2025-02-01 01:40:31,Lonchura_cucullata_images,86.10110878944397
2025-02-01 01:40:31,Lonchura_cucullata_images,77.9218316078186
2025-02-01 01:40:31,Lonchura_cucullata_images,84.68325138092041
2025-02-01 01:40:32,Lonchura_cucullata_images,72.74290323257446
2025-02-01 01:40:32,Lonchura_cucullata_images,86.14370822906494
2025-02-01 01:40:32,Lonchura_cucullata_images,88.36214542388916
2025-02-01 01:40:32,Lonchura_cucullata_images,59.57680344581604
2025-02-01 01:40:32,Lonchura_cucullata_images,77.39872336387634
2025-02-01 01:40:32,Lonchura_cucullata_images,78.76661419868469
2025-02-01 01:40:32,Lonchura_cucullata_images,60.22665500640869
2025-02-01 01:40:32,Lonchura_cucullata_images,77.646005153656
2025-02-01 01:40:32,Lonchura_cucullata_images,59.52196717262268
2025-02-01 01:40:32,Lonchura_cucullata_images,85.38719415664673
2025-02-01 01:40:33,Lonchura_cucullata_images,70.57027220726013
